name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	normcode	ubercode	ultracode	PermStoreItem	multibuy	Nameable	*eol
Ascendancy Stone Box T1 T2 T3	Ascendancy Stone Box T1 T2		0	100	66	0	1	1	0	1	99999			asb1	asb1	asb1	16	1	1	0	0	0	flpnorb2	invcabx			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	1		0	-1												1	asb1Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			asb1						0
Ascendancy Cairn	Ascendancy Cairn		0	100	1	0	1	1	0	1	1112065			ascc	ascc	ascc	16	1	3	0	0	0	flpnorb	invreso			0	xxx			0	0	asct		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	1		0	-1												1			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			assc						0
The Apothecary Card	The Apothecary Card		0	100	1	0	1	1	0	1	99999			fa01	fa01	fa01	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca1Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fac1						0
The Eye of Terror Card	The Eye of Terror Card		0	100	1	0	1	1	0	1	99999			fa02	fa02	fa02	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca2Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa02						0
The Doctor Card	The Doctor Card		0	100	1	0	1	1	0	1	99999			fa03	fa03	fa03	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca3Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa03						0
The Sephiroth Card	The Sephiroth Card		0	100	1	0	1	1	0	1	99999			fa04	fa04	fa04	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca4Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa04						0
The Immortal Card	The Immortal Card		0	100	1	0	1	1	0	1	99999			fa05	fa05	fa05	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca5Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa05						0
Wealth and Power Card	Wealth and Power Card		0	100	1	0	1	1	0	1	99999			fa06	fa06	fa06	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca6Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa06						0
House of Mirrors Card	House of Mirrors Card		0	100	1	0	1	1	0	1	99999			fa07	fa07	fa07	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca7Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa07						0
Unrequited Love Card	Unrequited Love Card		0	100	1	0	1	1	0	1	99999			fa08	fa08	fa08	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca8Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa08						0
Seraphic Favor Card	Seraphic Favor Card		0	100	1	0	1	1	0	1	99999			fa09	fa09	fa09	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca9Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa09						0
Alluring Bounty Card	Alluring Bounty Card		0	100	1	0	1	1	0	1	99999			fa10	fa10	fa10	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca10Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa10						0
A Fate Worse Than Death Card	A Fate Worse Than Death Card		0	100	1	0	1	1	0	1	99999			fa11	fa11	fa11	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca11Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa11						0
A Stone Perfected Card	A Stone Perfected Card		0	100	1	0	1	1	0	1	99999			fa12	fa12	fa12	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca12Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa12						0
Lonely Warrior Card	Lonely Warrior Card		0	100	1	0	1	1	0	1	99999			fa13	fa13	fa13	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca13Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa13						0
The Polymath Card	The Polymath Card		0	100	1	0	1	1	0	1	99999			fa14	fa14	fa14	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca14Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa14						0
Iridescent Dream Card	Iridescent Dream Card		0	100	1	0	1	1	0	1	99999			fa15	fa15	fa15	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca15Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa15						0
The Web Card	The Web Card		0	100	1	0	1	1	0	1	99999			fa16	fa16	fa16	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca16Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa16						0
I see Brothers Card	I see Brothers Card		0	100	1	0	1	1	0	1	99999			fa17	fa17	fa17	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca17Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa17						0
The Reaper Card	The Reaper Card		0	100	1	0	1	1	0	1	99999			fa18	fa18	fa18	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca18Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa18						0
The Shieldbearer Card	The Shieldbearer Card		0	100	1	0	1	1	0	1	99999			fa19	fa19	fa19	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca19Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa19						0
The Avenger Card	The Avenger Card		0	100	1	0	1	1	0	1	99999			fa20	fa20	fa20	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca20Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa20						0
Gemcutters Promise Card	Gemcutters Promise Card		0	100	1	0	1	1	0	1	99999			fa21	fa21	fa21	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca21Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa21						0
Chaotic Disposition Card	Chaotic Disposition Card		0	100	1	0	1	1	0	1	99999			fa22	fa22	fa22	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca22Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa22						0
The Unexpected Prize Card	The Unexpected Prize Card		0	100	1	0	1	1	0	1	99999			fa23	fa23	fa23	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca23Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa23						0
Further Invention Card	Further Invention Card		0	100	1	0	1	1	0	1	99999			fa24	fa24	fa24	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca24Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa24						0
Gemcutters Mercy Card	Gemcutters Mercy Card		0	100	1	0	1	1	0	1	99999			fa25	fa25	fa25	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca25Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa25						0
Lost Worlds Card	Lost Worlds Card		0	100	1	0	1	1	0	1	99999			fa26	fa26	fa26	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca26Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa26						0
Boundless Realms Card	Boundless Realms Card		0	100	1	0	1	1	0	1	99999			fa27	fa27	fa27	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca27Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa27						0
The Journey Card	The Journey Card		0	100	1	0	1	1	0	1	99999			fa28	fa28	fa28	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca28Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa28						0
Cartographers Delight Card	Cartographers Delight Card		0	100	1	0	1	1	0	1	99999			fa29	fa29	fa29	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca29Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa29						0
The Cartographer Card	The Cartographer Card		0	100	1	0	1	1	0	1	99999			fa30	fa30	fa30	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca30Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa30						0
More is Never Enough Card	More is Never Enough Card		0	100	1	0	1	1	0	1	99999			fa31	fa31	fa31	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca31Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa31						0
Ambush Card	Ambush Card		0	100	1	0	1	1	0	1	99999			fa32	fa32	fa32	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca32Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa32						0
The Artist Card	The Artist Card		0	100	1	0	1	1	0	1	99999			fa33	fa33	fa33	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca33Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa33						0
Misery in Darkness Card	Misery in Darkness Card		0	100	1	0	1	1	0	1	99999			fa34	fa34	fa34	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca34Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa34						0
Bowyers Dream	Bowyers Dream		0	100	1	0	1	1	0	1	99999			fa35	fa35	fa35	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca35Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa35						0
Dormant Allure Card	Dormant Allure Card		0	100	1	0	1	1	0	1	99999			fa36	fa36	fa36	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca36Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa36						0
The Assegai Card	The Assegai Card		0	100	1	0	1	1	0	1	99999			fa37	fa37	fa37	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca37Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa37						0
The Rite of Elements Card	The Rite of Elements Card		0	100	1	0	1	1	0	1	99999			fa38	fa38	fa38	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca38Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa38						0
Call of the First Ones Card	Call of the First Ones Card		0	100	1	0	1	1	0	1	99999			fa39	fa39	fa39	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca39Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa39						0
Therianthropy Card	Therianthropy Card		0	100	1	0	1	1	0	1	99999			fa40	fa40	fa40	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca40Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa40						0
Cursed Words Card	Cursed Words Card		0	100	1	0	1	1	0	1	99999			fa41	fa41	fa41	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca41Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa41						0
The Dark Mage Card	The Dark Mage Card		0	100	1	0	1	1	0	1	99999			fa42	fa42	fa42	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca42Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa42						0
The Lich Card	The Lich Card		0	100	1	0	1	1	0	1	99999			fa43	fa43	fa43	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca43Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa43						0
The Celestial Justicar Card	The Celestial Justicar Card		0	100	1	0	1	1	0	1	99999			fa44	fa44	fa44	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca44Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa44						0
The Crusader Card	The Crusader Card		0	100	1	0	1	1	0	1	99999			fa45	fa45	fa45	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca45Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa45						0
The Bulwark Card	The Bulwark Card		0	100	1	0	1	1	0	1	99999			fa46	fa46	fa46	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca46Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa46						0
A Chilling Wind Card	A Chilling Wind Card		0	100	1	0	1	1	0	1	99999			fa47	fa47	fa47	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca47Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa47						0
The Blazing Fire Card	The Blazing Fire Card		0	100	1	0	1	1	0	1	99999			fa48	fa48	fa48	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca48Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa48						0
The Coming Storm Card	The Coming Storm Card		0	100	1	0	1	1	0	1	99999			fa49	fa49	fa49	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca49Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa49						0
The Warlord Card	The Warlord Card		0	100	1	0	1	1	0	1	99999			fa50	fa50	fa50	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca50Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa50						0
The Battle Born Card	The Battle Born Card		0	100	1	0	1	1	0	1	99999			fa51	fa51	fa51	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca51Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa51						0
The Skirmisher Card	The Skirmisher Card		0	100	1	0	1	1	0	1	99999			fa52	fa52	fa52	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca52Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa52						0
The Undaunted Card	The Undaunted Card		0	100	1	0	1	1	0	1	99999			fa53	fa53	fa53	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca53Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa53						0
Gemcutters Gift Card	Gemcutters Gift Card		0	100	1	0	1	1	0	1	99999			fa54	fa54	fa54	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca54Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa54						0
The Archmages Right Hand Card	The Archmages Right Hand Card		0	100	1	0	1	1	0	1	99999			fa55	fa55	fa55	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca55Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa55						0
The Survivalist Card	The Survivalist Card		0	100	1	0	1	1	0	1	99999			fa56	fa56	fa56	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca56Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa56						0
Abandoned Wealth Card	Abandoned Wealth Card		0	100	1	0	1	1	0	1	99999			fa57	fa57	fa57	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca57Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa57						0
The Scout Card	The Scout Card		0	100	1	0	1	1	0	1	99999			fa58	fa58	fa58	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca58Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa58						0
Glimmer of Hope Card	Glimmer of Hope Card		0	100	1	0	1	1	0	1	99999			fa59	fa59	fa59	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca59Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa59						0
The Escape Card	The Escape Card		0	100	1	0	1	1	0	1	99999			fa60	fa60	fa60	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca60Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa60						0
Humility Card	Humility Card		0	100	1	0	1	1	0	1	99999			fa61	fa61	fa61	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca61Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa61						0
The Saints Treasure Card	The Saints Treasure Card		0	100	1	0	1	1	0	1	99999			fa62	fa62	fa62	16	1	1	0	0	0	flpnorb	invfaca			0	xxx			0	0	faca		item_scroll	12	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1												1	faca62Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			fa62						0
